,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
84,600111.XSHG,600111,北方稀土,XSHG,2020-02-12,9.55,9.55,9.55,9.86,9.51,9.83,42494025,413534241,30880,0.0117,1,35713038780,35713038780,0.0293,53.6576,58.0794,3.7441,1,9.732
85,600111.XSHG,600111,北方稀土,XSHG,2020-02-13,9.83,9.83,9.83,10.04,9.66,9.79,43457870,427355428,30197,0.012,1,35567716140,35567716140,-0.0041,53.4393,57.8431,3.7288,1,9.834
86,600111.XSHG,600111,北方稀土,XSHG,2020-02-14,9.79,9.79,9.75,9.97,9.69,9.81,35723824,351273628,23447,0.0098,1,35640377460,35640377460,0.002,53.5484,57.9613,3.7364,1,9.833
87,600111.XSHG,600111,北方稀土,XSHG,2020-02-17,9.81,9.81,9.88,10.05,9.84,10.01,64451089,641002560,39041,0.0177,1,36366990660,36366990660,0.0204,54.6401,59.1429,3.8126,1,9.946
88,600111.XSHG,600111,北方稀土,XSHG,2020-02-18,10.01,10.01,10.18,10.47,10.04,10.27,87417404,898024776,57198,0.0241,1,37311587820,37311587820,0.026,56.0594,60.6791,3.9116,1,10.273
89,600111.XSHG,600111,北方稀土,XSHG,2020-02-19,10.27,10.27,10.2,10.2,9.97,10.0,65076745,653481799,43993,0.0179,1,36330660000,36330660000,-0.0263,54.5856,59.0838,3.8088,1,10.042
90,600111.XSHG,600111,北方稀土,XSHG,2020-02-20,10.0,10.0,10.04,10.13,9.83,10.11,52461169,524127828,36009,0.0144,1,36730297260,36730297260,0.011,55.186,59.7338,3.8507,1,9.991
91,600111.XSHG,600111,北方稀土,XSHG,2020-02-21,10.11,10.11,10.07,10.28,10.01,10.2,63597155,647177517,37919,0.0175,1,37057273200,37057273200,0.0089,55.6773,60.2655,3.885,1,10.176
92,600111.XSHG,600111,北方稀土,XSHG,2020-02-24,10.2,10.2,10.14,10.14,9.93,10.04,66142288,662383404,39818,0.0182,1,36475982640,36475982640,-0.0157,54.8039,59.3202,3.824,1,10.015
93,600111.XSHG,600111,北方稀土,XSHG,2020-02-25,10.04,10.04,9.81,9.93,9.5,9.79,76989779,748927593,54573,0.0212,1,35567716140,35567716140,-0.0249,53.4393,57.8431,3.7288,1,9.728
94,600111.XSHG,600111,北方稀土,XSHG,2020-02-26,9.79,9.79,9.66,9.92,9.55,9.68,52985615,516655655,37207,0.0146,1,35168078880,35168078880,-0.0112,52.8388,57.1932,3.6869,1,9.751
